publishers,vol,category,author,book_name,,,
مكتبة الهدى كاليكوت ,1,الأدب,عبد الله بن المقفع ,كليلة ودمنة ,,,
المركز الإسلامي دار المعارف,حبتان,الأدب,عبد الرحمن باوا المليباري,لماذا,,,
المركز الإسلامي دار المعارف,1,الأدب,عبد الرحمن باوا المليباري,لهذا,,,
دار الذخائر,1,الأدب,ابن المرحل,متن موطأة الفصيح نظم فصيح ثعلب,,,
دار القلم,1,المعاجم ,عبد الرحيم,معجم الدخيل في اللغة العربية الحديثة ,,,
مجمع البحوث الشرعية,1,اللغة وعلومها,عبد الحكيم الأزهري,نافذة إلى العربية,,,
المركز الإسلامي دار المعارف,1,الأدب,عبد الرحمن باوا المليباري,نبذ من زبد القرآن,,,
دار الكتب العلمية,1,العروض والقافية والموسيقا,محمد مهدي الشريف,معجمع مصطلحات علم الشعر العربي,,,
دار المنهاج,1,البلاغة,عمر الكاف,البلاغة المعاني البيان البديع,,,
مكتبة التهانوي ديوبند,1,البلاغة,علي الجارم و مصطفى أمين,البلاغة الواضحة ,,,
المكتبة البدرية,1,البلاغة,أبو محمد باوا الويلتوري,الرياضة المجازية بشرح العقود السمرقندية (مع هدى البيان على تحفة الإخوان),,,
مكتبة البدرية,1,البلاغة,أبو محمد باوا الويلتوري,العرائس الرضية على النفائس الارتضية (نشرة أولى),,,
مكتبة البدرية,1,البلاغة,أبو محمد باوا الويلتوري,العرائس الرضية على النفائس الارتضية (نشرة ثانيه),,,
مكتبة البشرى,2,البلاغة,شيخ الهند محمود حسن,حاشية شيخ الهند محمود حسن على مختصر المعاني (مع مختصر المعاني),,,
دار الكتب العلمية,1,البلاغة,أحمد الصاوي,حاشية الصاوي على شرح تحفة الإخوان في علم البيان,,, 
دار الكتب العلمية,1,البلاغة,صاحب المتن أحمد الدردير,شرح تحفة الإخوان في علم البيان (مع حاشية الصاوي على شرح تحفة الإخوان),,,
المكتبة العلمية,1,البلاغة,علي الجارم و مصطفى أمين,دليل البلاغة الواضحة البيان والمعاني والبديع,,,
مدرسة والدة عباس الأول,4,البلاغة,عبد الرحمن الشربيني,فيض الفتاح في حل حوشي شرح تلخيص المفتاح ,,,
مدرسة والدة عباس الأول,4,البلاغة,التفتازاني,المطول شرح تلخيص المفتاح (مع فيض الفتاح),,,
مدرسة والدة عباس الأول,4,البلاغة,عبد الحكيم السيالكوتي,حاشية السيالكوتي على المطول (مع فيض الفتاح),,,
مكتبة البشرى,2,البلاغة,التفتازاني,مختصر المعاني,,,
دار القلم,1,البلاغة,السيوطي,نظم البديع في مدح خير الشفيع ,,,
جامعة الهند,1,البلاغة,محمد ارتضى علي خان,النفائس الارتضية,,,
المكتبة البدرية,1,البلاغة,أبو محمد باوا الويلتوري,هدى البيان على تحفة الإخوان,,,
دار الكتب العلمية,1,البلاغة,التفتازاني,المطول شرح تلخيص المفتاح,,,
دار الكتب العلمية,4,البلاغة,,شروح التلخيص,,,
دار الكتب العلمية,4,البلاغة,الخطيب القزويني,تلخيص المفتاح (مع شروح التلخيص),,,
دار الكتب العلمية,4,البلاغة,التفتازاني,مختصر المعاني (مع شروح التلخيص),,,
دار الكتب العلمية,4,البلاغة,أحمد بن محمد بن يعقوب,مواهب الفتاح في شرح تلخيص المفتاح (مع شروح التلخيص),,,
دار الكتب العلمية,4,البلاغة,الخطيب القزويني,الإيضاح (مع شروح التلخيص),,,
دار الكتب العلمية,4,البلاغة,بهاء الدين السبكي,عروس الأفراح في شرح تلخيص المفتاح (مع شروح التلخيص),,,
دار الكتب العلمية,4,البلاغة,محمد بن محمد ابن عرفة الدسوقي,حاشية الدسوقي مختصر المعاني (مع شروح التلخيص),,,
دار الكتب العلمية,1,البلاغة,السيد الشريف الجرجاني,الحاشية على المطول ,,,
مطبتعة السعادة بجوار محافظة مصر,4,البلاغة,التفتازاني,مختصر المعاني (مع حاشية التجريد),,,
مطبتعة السعادة بجوار محافظة مصر,4,البلاغة,مصطفى البناني ,حاشية التجريد على مختصر المعاني,,,
مطبتعة السعادة بجوار محافظة مصر,4,البلاغة,الشمس الأنبابي,تقرير الأنبابي على مختصر المعاني (مع حاشية التجريد),,,
,2,البلاغة,عصام الدين إبراهيم الاسفراييني,الأطول شرح تلخيص مفتاح العلوم  (نسخة قديمة),,,
دار الكتب العلمية,2,البلاغة,عصام الدين إبراهيم الاسفراييني,الأطول شرح تلخيص مفتاح العلوم  (نسخة جديدة),,,
دار التقوى,1,البلاغة,التفتازاني,المطول شرح تلخيص المفتاح,,,
مكتبة زمزم,1,البلاغة,محمد أنور البدخشاني,البلاغة الصافية تهذيب مختصر المعاني,,,
مخطوط,1,البلاغة,محمد الأنبابي,حاشية الأنبابي على تحفة الإخوان في علم البيان,,,
المكتبة البدرية,1,الصرف والنحو,أبو محمد باوا الويلتوري,إجازة الفرائد بثلاث شواهد,,,
دار المنهاج,1,الصرف والنحو,زين الدين محمد البركوي,إظهار الأسرار في النحو,,,
بدون عنوان,1,الصرف والنحو,السيد الشريف الجرجاني ,شرح السيد الشريف الجرجاني للتصريف العزي الزنجاني ,,,
مكتبة المكية,1,الصرف والنحو,جمال الدين ابن حاجب,الشافية في علمي التصريف والخط,,,
مكتبة ديار بكر,2,الصرف والنحو,الملا خليل بن ملا حسين الأسعردي,القاموس الثاني في النحو والصرف والمعاني ,,,
الملمكة العربية السعودية,2,الصرف والنحو,أحمد الفشني,القلادة الجوهرية في شرح الدرة البهية نظم الآجرومية,,,
دار صادر,1,الصرف والنحو,خليل الإسعردي,الكافية الكبرى في النحو,,,
دار نور الصباح,2,الصرف والنحو,جمال الدين ابن حاجب,الكافية في النحو لابن الحاجب مع المجموعة النورية  ,,,
مطبعة المعارف ومكتبتها,1,الصرف والنحو,علي الجارم ومصطفى أمين,النحو الواضح,,,
لجنة تمرين الطلبة,1,الصرف والنحو,محمد الأحسني الفكري,النظم المرجاني بعوامل الجرجاني (مع نصرة الصبيان),,,
مكتبة النشر الاتحادي,1,الصرف والنحو,زبير محمد المدني ,تخفيف أثقال الأناس بتصريف أفعال الأجناس,,,
إحياء التراث العربي,1,الصرف والنحو,علي بن الشيخ حامد الأشنوي,تصريف الملا علي الأشنوي,,,
إحياء التراث العربي,1,الصرف والنحو,علي القزلجي,حاشية علي القزلجي على تصريف الأشنوي,,,
إحياء التراث العربي,1,الصرف والنحو,ابن القره داغي,حاشية ابن القره داغي على تصريف الأشنوي,,,
أبناء مولوي محمد بن غلام,1,الصرف والنحو,محمد الخضري ,حاشية الخضري على شرح بن عقيل لألفية بن مالك,,,
دار الكتب العلمية,3,الصرف والنحو,محمد الدسوقي,حاشية الدسوقي على مغني اللبيب عن كتب الأعاريب,,,
دار الفكر,4,الصرف والنحو,محمد بن على الصبان,حاشية الصبان على شرح الأشموني على ألفية ابن مالك,,,
دار الفكر,4,الصرف والنحو,العيني,شرح الشواهد (مع حاشية الصبان),,,
مكتبة دار الفجر,2,الصرف والنحو,ياسين الحمصي ,حاشية ياسين على شرح قطر الندى ,,,
مكتبة دار الفجر,2,الصرف والنحو,عبد الله الفاكهي,مجيب الندى شرح قطر الندى (مع حاشية ياسين),,,
دار نور الصباح,2,الصرف والنحو,عبد الحكيم السيالكوتي,حاشية عبد الحكيم السيالكوتي على أواخر الجامي(مع المجموعة النورية),,,
دار نور الصباح,2,الصرف والنحو,عبد الحكيم السيالكوتي,حاشية عبد الحكيم السيالكوتي على حاشية اللاري (مع المجموعة النورية),,,
دار نور الصباح,2,الصرف والنحو,عبد الغفور اللاري,حاشية عبد الغفور اللاري على شرح الجامي (مع المجموعة النورية),,,
دار نور الصباح,2,الصرف والنحو,محمد رحمى الأكيني,حاشية عقد النامي على الجامي(مع المجموعة النورية),,,
مبارك بك سراض,1,الصرف والنحو,محمد بن علي الفناني,حاشية على شرح التحفة الوردية,,,
مكتبة ابن سينة,1,الصرف والنحو,أحمد الحملاوي,شذا العرف في فن الصرف,,,
مكتبة محمود مصر,1,الصرف والنحو,خالد الأزهري,متن الأزهرية في علم العربية ,,,
بدون عنوان,1,الصرف والنحو,الملا علي القاري,شرح الملا علي القاري على تصريف العزي الزنجاني,,,
دار الكتب العلمية,3,الصرف والنحو,خالد الأزهري,حاشية التصريح على شرح التوضيح لألفية بن مالك,,,
دار الكتب العلمية,3,الصرف والنحو,ابن هشام,أوضح المسالك لألفية بن مالك (مع حاشية التصريح),,,
أبناء مولوي محمد بن غلام,1,الصرف والنحو,التفتازاني,شرح التفتازاني على العزى,,,
دار الكتب العلمية,1,الصرف والنحو,السيوطي,شرح السيوطي على ألفية ابن مالك = البهجة المرضية في شرح الألفية ,,,
دار الكتب العلمية,1,الصرف والنحو,محمد صالح  الغرسي,التحقيقات الوفية بما في البهجة المرضية من اللنكاة والرموز الخفية,,,
دار الكتب العلمية,6,الصرف والنحو,إبراهيم الشاطبي,شرح الشاطبي لألفية ابن مالك = المقاصد الشافية في شرح الخلاصة الكافية,,,
دار احياء الكتب العربية,1,الصرف والنحو,نقره كار عبد الله بن محمد الحسيني,شرح الشافية في التصريف,,,
دار احياء الكتب العربية,1,الصرف والنحو,عصام الدين الإسفراييني,شرح الشافية في التصريف (شرح الشافية),,,
طبع إستنبول,1,الصرف والنحو,سيد الشريف الجرجاني,شرح الشريف الجرجاني على تصريف العزي,,,
دار نور الصباح,2,الصرف والنحو,عبد الرحمان الجامي ,شرح الكافية (ملا جامي) مع المجموعة النورية,,,
دار نور الصباح,2,الصرف والنحو,,المجموعة النورية المشتملة على ستة كتب في النحو,,,
أبناء مولوي محمد بن غلام,1,الصرف والنحو,أبو الحسن علي بن حشام الكيلاني,شرح الكيلاني على العزى,,,
أبناء مولوي محمد بن غلام,1,الصرف والنحو,التفتازاني,شرح التفتازاني على العزى (مع شرح الكيلاني),,,
أبناء مولوي محمد بن غلام,1,الصرف والنحو,أبو الحسن علي بن هشام الكيلاني,شرح الكيلاني على العزى,,,
دار الكتب العلمية,1,الصرف والنحو,عبد الرحمن علي المكودي,شرح المكودي على ألفية ابن مالك,,,
سي أج محمد آند سنس,1,الصرف والنحو,زين الدين المخدوم الأول وعبد العزيز المخدوم الفناني,شرح خلاصة الألفية ,,,
مكتبة المدينة,1,الصرف والنحو,محمد إلياس العطار,ضياء الإصباح حاشية مراح الأرواح (مع مراح الأرواح),,,
دار الكتب العلمية,2,الصرف والنحو,ابن عابدين,الفوائد العجيبة في إعراب الكلمات الغريبة (مع مجموعة رسائل ابن عابدين ج٢),,,
مكتبة البركات كوتاكل,1,الصرف والنحو,,كتاب الصرف والنحو- ميزان أجناس الصغرى والكبرى والعوامل والزنجان وتقويم اللسان وتحفة الوردية وقطر الندى,,,
جامعة الهند الإسلامية,1,الصرف والنحو,,كتاب النحو= كتاب العوامل ، كتاب تقويم اللسان,,,
أبناء مولوي محمد بن غلام,1,الصرف والنحو,مجموعة من المؤلفين,كتاب قواعد اللغة العربية لتلاميذ المدارس الثانوية,,,
مكتبة الإرشاد كالكوت,1,الصرف والنحو,أبو محمد باوا الويلتوري,لمح الشواهد بتتمة الفواد شرح شواهد الألفية,,,
دار الصميعي,1,الصرف والنحو,الحطاب محمد الرعيني  ,متممة الآجرومية في علم العربية,,,
دار ابن حزم,1,الصرف والنحو,ابن مالك,متن ألفية بن مالك,,,
دار الفكر,1,الصرف والنحو,محمد بن محمد الصنهاجي,متن الأجرومية,,,
دار الفكر,1,الصرف والنحو,شرف الدين العمريطي,نظم الأجرومية (مع متن الأجرومية),,,
دار الكتب العلمية,2,الصرف والنحو,,مجموعة الشافية في علمي التصريف والخط,,,
دار الكتب العلمية,2,الصرف والنحو,الجاربردي,شرح الشافية في التصريف لابن الحاجب (مع مجموعة الشافية),,,
دار الكتب العلمية,2,الصرف والنحو,نقره كار,شرح الشافية في التصريف لابن الحاجب (مع مجموعة الشافية),,,
دار الكتب العلمية,2,الصرف والنحو,بدرالدين أحمد ابن جماعة ,حاشية شرح الجاربردي (مع مجموعة الشافية),,,
دار الكتب العلمية,2,الصرف والنحو,زكريا الأنصاري,المناهج الكافية في شرح الشافية (مع مجموعة الشافية),,,
دار الكتب العلمية,2,الصرف والنحو,إبراهيم الكرمياني, الفوائد الجليلة في شرح الفرائد الجميلة = شرح الشافية (مع مجموعة الشافية),,,
دار المنهاج,1,الصرف والنحو,محمد الأمين الهرري,محنك الأطفال من لبان معاني لامية الأفعال,,,
المكتبة التّهانويّة,1,الصرف والنحو,أحمد بن علي ,مراح الأرواح,,,
مكتبة الحقيقة استنبول,1,الصرف والنحو,أحمد بن علي ,مراح الأرواح,,,
مكتبة الحقيقة استنبول,1,الصرف والنحو,عزالدين إبراهيم الزنجاني,التصريف العزي (مع مراح الأرواح),,,
مكتبة الحقيقة استنبول,1,الصرف والنحو,,مقصود في الصرف (مع مراح الأرواح),,,
مكتبة الحقيقة استنبول,1,الصرف والنحو,,الأمثلة  في الصرف (مع مراح الأرواح),,,
مكتبة الحقيقة استنبول,1,الصرف والنحو,,بناء في التصريف (مع مراح الأرواح),,,
مكتبة الحقيقة استنبول,1,الصرف والنحو,حافظ أحمد أفندي زادة,رسالة التصريفات (مع مراح الأرواح),,,
مكتبة الحقيقة استنبول,1,الصرف والنحو,زين الدين محمد البرقوي,العوامل (مع مراح الأرواح),,,
مكتبة الحقيقة استنبول,1,الصرف والنحو,ابن الحاجب,الكافية في النحو (مع مراح الأرواح),,,
مكتبة المدينة,1,الصرف والنحو,أحمد بن علي ,مراح الأرواح ,,,
المكتبة العصرية,2,الصرف والنحو,ابن هشام,مغني اللبيب عن كتب الأعاريب,,,
لجنة تمرين الطلبة,1,الصرف والنحو,محمد الأحسني الفكري,نصرة الصبيان بنظم تحفة الإخوان,,,
دار الكتب العلمية,4,الصرف والنحو,السيوطي,همع الهوامع في شرح جمع الجوامع,,, 
دار الكتب العلمية,4,الصرف والنحو,السيوطي,جمع الجوامع في النحو (مع همع الهوامع),,,
دار الكتب العلمية,1,الصرف والنحو,زيني دحلان,الأزهار الزينية شرح الألفية ,,,
دار الكتب العلمية,1,الصرف والنحو,بدرالدين محمود العيني,ملاح الألواح في شرح مراح الأرواح في الصرف,,,
دار الكتب العلمية,1,الصرف والنحو,الغليبولي,تحفة الإخوان في شرح العوامل المئة للبركوي (مع شروح العوامل),,,
دار الكتب العلمية,1,الصرف والنحو,عصام الدين عربشاه,شرح العصام على عوامل البركوي (مع شروح العوامل),,,
دار الكتب العلمية,1,الصرف والنحو,سعد الله الصغير,شرح عوامل الجرجاني (مع شروح العوامل),,,
دار الكتب العلمية,1,الصرف والنحو,أحمد الفطامي,تسريح العوامل في شرح العوامل للجرجاني (مع شروح العوامل),,,
دار الكتب العلمية,1,الصرف والنحو,الجرجاني,متن العوامل  للجرجاني (شروح العوامل),,,
دار الكتب العلمية,1,الصرف والنحو,البركوي,متن العوامل  للبركوي (شروح العوامل),,,
دار ابن حزم,1,الصرف والنحو,أحمد بن قاسم العبادي,حاشية العبادي على حاشية اللقاني على شرح التصريف للتفتازاني,,,
دار ابن حزم,1,الصرف والنحو,ناصرالدين اللقاني,حاشية ناصرالدين اللقاني على شرح التصريف للتفتازاني (مع حاشية العبادي),,,
مكتبة المعارف,1,الصرف والنحو,عمر فاروق الطباع,الوسيط في قوائد الإملاء والإنشاء,,,
المكتبة البركات كوتكل,1,الصرف والنحو,أبو داود الأجبرمي,سلم الصبيان إلى أصول الزنجان,,,
دون عنوان,1,الصرف والنحو,أبو محمد القاسم الحريري,ملحة الإعراب ,,,
دون عنوان,1,الصرف والنحو,إسماعيل عثمان زين اليمني,إسعاف الطلاب بشرح نظم قواعد الإعراب في علم النحو (مع ملحة الإعراب ),,,
مطبعة دار إحياء الكتب العربية,1,الصرف والنحو,ابن هشام,مغني اللبيب عن كتب الأعاريب,,,
مطبعة دار إحياء الكتب العربية,1,الصرف والنحو,محمد أمير,حاشية الشيخ محمد الأميرعلى مغني اللبيب عن كتب الأعاريب (مع مغني اللبيب),,,
دار الكتب العلمية,3,الصرف والنحو,أحمد الشنقيطي,الدرر اللوامع على همع الهوامع شرح جمع الجوامع,,,
خطية,1,العروض والقافية والموسيقا,محمد الدمنهوري,الإرشاد الشافي على متن الكافي = الحاشية الكبرى على متن الكافي,,,
Orbit Publication,1,العروض والقافية والموسيقا,محمد أمير علي البخاري الثقافي,العسل الصافي في شرح متن الكافي ,,,
دار الكتب العلمية,1,العروض والقافية والموسيقا,الزمخشري,القسطاس في علم العروض,,,
مصورة,1,العروض والقافية والموسيقا,موسى بن أحمد البردلي,النخبة الكافية ,,,
أمانة الكتب,1,العروض والقافية والموسيقا,جابر بن محمد الفلكي,لمحة إلى العروض والقوافي,,,
جامعة الأزهر,1,العروض والقافية والموسيقا,عبد العظيم فتحي الخليل,ميزان الخليل للشعر العربي الأصيل,,,
دار الكتب العلمية,1,العروض والقافية والموسيقا,أحمد الهاشمي,ميزان الذهب في صناعة شعر العرب,,,
دون عنوان,1,العروض والقافية والموسيقا,محمد بن الحسن,خلاصة الوافي منظومة الكافي,,,
المطبعة الحفنية بدمشق,1,العروض والقافية والموسيقا,عبد الغني النابلسي,إيضاح الدلالات في سماع الآلات,,,
نشرة المورد مجلة تراثية فصلية بالعراق,1,العروض والقافية والموسيقا,شحادة علي الناطور,الغناء والموسيقي حتى نهاية العصر الأموي (مع إيضاح الدلالات في سماع الآلات),,,
نشرة المورد مجلة تراثية فصلية بالعراق,1,العروض والقافية والموسيقا,عدنان بن ذريل,الإيقاعات العربية (مع إيضاح الدلالات في سماع الآلات),,,
نشرة المورد مجلة تراثية فصلية بالعراق,1,العروض والقافية والموسيقا,سليمان الحوات,كشف القناع عن وجه تأثير الطبوع في الطباع - ارجوزة في طبوع الموسيقى الاندلسية (مع إيضاح الدلالات في سماع الآلات),,,
نشرة المورد مجلة تراثية فصلية بالعراق,1,العروض والقافية والموسيقا,مفضل بن سلمة الكوفي,كتاب الملاهي واسماعها من قبل الموسيقى (مع إيضاح الدلالات في سماع الآلات),,,
نشرة المورد مجلة تراثية فصلية بالعراق,1,العروض والقافية والموسيقا,أحمد الغزالي,بوارق الالماع في الرد على من يحرم السماع بالإجماع (مع إيضاح الدلالات في سماع الآلات),,,
نشرة المورد مجلة تراثية فصلية بالعراق,1,العروض والقافية والموسيقا,عبد الغني النابلسي,إيضاح الدلالات في سماع الآلات (مع إيضاح الدلالات في سماع الآلات),,,
نشرة المورد مجلة تراثية فصلية بالعراق,1,العروض والقافية والموسيقا,ابن ابي الدنيا,ذم الملاهي (مع إيضاح الدلالات في سماع الآلات),,,
نشرة المورد مجلة تراثية فصلية بالعراق,1,العروض والقافية والموسيقا,أسامة ناصر النقشبندي,مخطوطات الموسيقا والغناء المصورة في قسم المخطوطات بالمؤسسة العامة للآثار والتراث بغداد (مع إيضاح الدلالات في سماع الآلات),,,
نشرة المورد مجلة تراثية فصلية بالعراق,1,العروض والقافية والموسيقا,عادل البكري,صفي الدين الأرموي مجدد الموسيقا العباسية (مع إيضاح الدلالات في سماع الآلات),,,
نشرة المورد مجلة تراثية فصلية بالعراق,1,العروض والقافية والموسيقا,ليبرتي مافيك,السلم الموسيقى العربي في العصور الوسطى (مع إيضاح الدلالات في سماع الآلات),,,
نشرة المورد مجلة تراثية فصلية بالعراق,1,العروض والقافية والموسيقا,صفي الدين الأرموي,كتاب الأدوار(مع إيضاح الدلالات في سماع الآلات),,,
نشرة المورد مجلة تراثية فصلية بالعراق,1,العروض والقافية والموسيقا,أسامة النقشبندي,مخطوطات الموسيقا والغناء والسماع في مكتبة المتحف العراقي (مع إيضاح الدلالات في سماع الآلات),,,
نشرة المورد مجلة تراثية فصلية بالعراق,1,العروض والقافية والموسيقا,مؤلف مجهول,كشف الهموم والكرب في شرح آلة الطرب (مع إيضاح الدلالات في سماع الآلات),,,
نشرة المورد مجلة تراثية فصلية بالعراق,1,العروض والقافية والموسيقا,خالج إبراهيم عبد الله,حول الموسيقى العربية (مع إيضاح الدلالات في سماع الآلات),,,
مكتبة البدرية,1,العروض والقافية والموسيقا,أبو محمد باوا الويلتوري,التبيين الشافي على متن الكافي,,,
دار الكتب العلمية,1,العروض والقافية والموسيقا,ابن حجر الهيتمي,كف الرعاع عن محرمات اللهو والسماع,,,
جامعة الملك السعود,1,اللغة وعلومها,ناصف مصطفى عبد العزيز,العربية للحياة,,,
ponnu books,حبتان,اللغة وعلومها,الياس بن فضل الثقافي,التعبيرات العربية المعاصرة,,,
مكتبة الهدى,1,اللغة وعلومها,عبد الحميد عبد الحليم,المراسلات التجارية والمصطلحات العربية المعاصرة,,,
دار الفكر,1,اللغة وعلومها,السيوطي,المزهر في علوم اللغة وأنواعها,,,
الياسمين,1,الأدب, مريم الشناصي,المقصف الغذائي,,,
دار الفاروق ,1,اللغة وعلومها,إبراهيم عوض,النزعة النصرانية في قاموس المنجد ,,,
اتّحاد بكدبو ,1,اللغة وعلومها,ابو منصور الثعالبي,فقه اللغة,,,
الحكمة للنشر,1,اللغة وعلومها,عبد الحكيم علي الأزهري,كتاب الألفاظ والتعابير,,,
دار البصائر,1,اللغة وعلومها,محمد بن أحمد البحوتي ,شرح لذة السمع في نظم رسالة الوضع ,360,,
دار البصائر,1,اللغة وعلومها,يوسف الدجوي,خلاصة علم الوضع (مع شرح لذة السمع ),,,
دار الفتح,1,اللغة وعلومها,ابو الفاسم السمرقندي,شرح الرسالة العضدية في علم الوضع ,313,,
دار الأندلس,1,اللغة وعلومها,إسماعيل موسى اليوسف و شكري علاوي,كيف تتعلم الإنجليزية من غير معلم,,,
دار المواسم,1,اللغة وعلومها,محمد فريد,معجم الفروق في المعاني,,,
مؤسسة الرسالة,1,اللغة وعلومها,أبو هلال العسكري,الفروق في اللغة,,,
دون عنوان,1,اللغة وعلومها,إسماعيل حقي,كتاب الفروق,,,
جامعة المركز,1,اللغة وعلومها,إبراهيم نجا,المعاجم اللغوية ,,,
المكتبة الأزهرية,1,اللغة وعلومها,علي أكبر النجفي,الفروق اللغوية المسمى التحفة النظامية في الفروق الاصطلاحية,,,
مؤسسة الرسالة الناشرون,1,اللغة وعلومها,عبد الرحمن الهمذاني,الألفاظ الكتابية في علم العربية,,,
مؤسسة الرسالة الناشرون,1,اللغة وعلومها,سعيد بن سعد الحضرمي,منظومة تذكرة الحفاظ في بعض المترادف من الألفاظ (مع الألفاظ الكتابية في علم العربية),,,
المستشارية الثقافية,1,اللغة وعلومها,نور الدين الجزائري,فروق اللغات في التمييز بين مفاد الكلمات,,,
دار الكتب العلمية,2,المعاجم ,الزمخشري,أساس البلاغة ,,,
المكتبة العلمية,1,المعاجم ,أحمد بن محمد الفيومي,المصباح المنيرفي غريب الشرح الكبير للرافعي ,,,
دار الفكر,20,المعاجم ,مرتضى الزبيدي,تاج العروس من جواهر القاموس,,,
دار الجيل,4,المعاجم ,مجد الدين الفيروز آبادي,القاموس المحيط ,,,
دار الفكر,6,المعاجم ,ابن منظور الإفريقي,لسان العرب,,, 
مكتبة لبنان,1,المعاجم ,محمد الرازي,مختار الصحاح,,,
مكتبة لبنان ,1,المعاجم ,مسعد أبو الرجال,معجم الجيب للمرادفات والأضداد,,,
دار الرسالة العالمية,1,المعاجم ,النووي,تهذيب الأسماء واللغات,,,
إدارة النشر البهية,1,ديوان,عبد اللرحمن الأريكلي,الأريكليات = ديوان عبد الرحمن الأريكلي,,,
البشرى,1,ديوان,محمد إعزاز علي,حاشية محمد إعزاز علي على ديوان المتنبي,,,
دار مكتبة الهلال,1,ديوان,أبو نواس,ديوان أبي نواس = خمريات أبي نواس,,,
دار الكتب العلمية,1,ديوان,الإمام الشافعي,ديوان الإمام الشافعي ,,,
مكبتة كابتل,1,ديوان,أ.عبد البصير بن سليمان الثقافي بلاكل,البصيريات = ديوان عبد البصير بن سليمان الثقافي,,,
مجلس بركات الجامعة الأشرفية,1,ديوان,أبي الطيب أحمد بن حسين الجعفي,ديوان المتنبي,,,
نشرة المؤلف,1,ديوان,ندى يوسف الرفاعي,زهرة المصطفى عليها وعلى أبيها أزكى السلام,,,
دار الكتب العلمية,1,ديوان,أبو نواس,ديوان أبي نواس بشرح علي فاعور,,, 
مجلس بركات الجامعة الأشرفية,1,ديوان,نفيس أحمد المصباحي,ميزان المتربي لديوان المتنبي (مع ديوان المتنبي),,,
دار الفكر,4,ديوان,المتنبي,ديوان أبي الطيب المتنبي,,,
دار الفكر,4,ديوان,أبو البقاء العكبري,التبيان في شرح الديوان = شرح أبي البقاء العكبري لديوان المتنبي (ديوان المتنبي),,,
المكتبة التوفيقية,2,الأدب,الدميري,حياة الحيوان الكبرى,,,
دار الجيل,1,الأدب,الجاحظ,الحيوان,,,
أبناء مولوي محمد بن غلام,1,ديوان,ابن نباتة,ديوان خطب منبرية,,,
لجنة القادرية,1,ديوان,محمد دارمي القادري,ديوان محمد دارمي القادري,,,
بدون عنوان,1,ديوان,الحبيب عبد الله بن علويّ الحداد,ديوان الإمام الحداد = الدر المنظوم لذوي العقول والفهوم,,,
دار الحديث,7,التاريخ,ابن كثير,البداية والنهاية,,,
المركز الإسلامي دار المعارف,1,التاريخ,عبد الرحمن باوا المليباري,الخلافة الأموية,,,
المركز الإسلامي دار المعارف,1,التاريخ,عبد الرحمن باوا المليباري,الخلافة الراشدة,,,
المجمع الإسلامي العلمي,1,التاريخ,أبو الحسن الندوي,المسلمون في الهند,,,
دار الفكر,8,التاريخ,عبد الرحمن ابن خلدون,تاريخ ابن خلدون = ديوان المبتدأ والخبر في تاريخ العرب والبربر ومن عاصرهم من ذوي الشأن الأكبر,,,
دار العلم والمعرفة,3,التاريخ,عبد الرحمن الجبرتي,تاريخ الجبرتي = عجائب الآثار في التراجم والأخبار,,,
مجمع المركز للبحوث الاسلامية,٥ حبات,التاريخ,أبوبكر أحمد,تاريخ الدعوة الإسلامية في شبه القارة الهندية,,,
المركز الإسلامي دار المعارف,1,التاريخ,عبد الرحمن باوا المليباري,تاريخ العالم الإسلامي,,,
مكتبة ترورنغادي,1,التاريخ,زين الدين المخدوم,تحفة المجاهدين في بعض أخبار البرتغاليين,,,
دار الفكر,1,التاريخ,محمد يوسف كاندلوي,حياة الصحابة رضي الله عنهم ورضوا عينه,,, 
الشيخ خليفة بن حمدال,2,السيرة النبوية,محمّد أبو زهرة,خاتم النبيين,,,
مكتبة الحقيقة,1,التاريخ,أحمد بن زيني دحلان المكي,خلاصة الكلام في بيان أمراء البلد الحرام,,,
مكتبة الحقيقة,1,التاريخ,يوسف النبهاني,إرشاد الحيارة في تحذير المسلمين من مدارس النصارى (مع خلاصة الكلام),,,
مكتبة الحقيقة,1,التاريخ,عبد العني حمادة,فضل الذاكرين والرد على المنكرين (مع خلاصة الكلام),,,
المركز الإسلامي دار المعارف,1,التاريخ,عبد الرحمن باوا المليباري,خليل الله إبراهيم عليه السلام,,,
المركز الإسلامي دار المعارف,1,التاريخ,عبد الرحمن باوا المليباري,رئيس الزاهدين إبراهيم بن أدهم رضي الله عنه حياته وسيرته,,,
المجمع الإسلامي,1,التاريخ,ملك أحمد الفاروقي الغجراتي,زاد الأحباب في مناقب الأصحاب,,,
مؤسسة الرسالة,مجلد واحد فقط,التاريخ,شمس الدين الذهبي,سير أعلام النبلاء,,,
كتاب ناشرون,1,السيرة النبوية,عبد الله الشبراوي,شرح الصدر بغزوة بدر,,,
دار ابن حزم,1,التاريخ,ابن جرير الطبري,قصص الأنبياء,,,
دار الكتب العلمية,1,التاريخ,أحمد الثعلبي النيسابوري,قصص الأنبياء = عرائس المجالس ,,, 
دار الفكر,1,التاريخ,ابن كثير,قصص الأنبياء من القرآن والأثر,,,
دار العلوم ندوة العلماء,1,التاريخ,أبو الحسن الندوي,قصص النبيين للأطفال,,,
مؤسسة الرسالة,1,التاريخ,أبو الحسن الندوي,قصص النبيين للأطفال,,,
